,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic,party
106,Tak,1655,166,106,180,9,1,1,1821,Radikale
107,last,12,2,0,1,12,2,0,14,Radikale
108,briste,12,2,0,1,12,2,0,14,Radikale
109,Klimaforandringerne,47,11,5,3,16,4,2,58,Radikale
110,politisk,547,127,70,25,22,5,3,674,Radikale
111,handlekraft,4,2,1,1,4,2,1,6,Radikale
112,Ungdommen,4,2,1,1,4,2,1,6,Radikale
113,folkelig,4,2,1,1,4,2,1,6,Radikale
114,bevægelse,50,11,5,3,17,4,2,61,Radikale
115,taktstok,4,2,1,1,4,2,1,6,Radikale
116,vantro,4,2,1,1,4,2,1,6,Radikale
117,politiker,359,95,23,17,21,6,1,454,Radikale
118,tempo,4,2,1,1,4,2,1,6,Radikale
119,drøm,829,48,35,5,166,10,7,877,Radikale
120,virkelighed,592,135,67,18,33,8,4,727,Radikale
121,forskellighed,170,33,11,7,24,5,2,203,Radikale
122,Høj,23,3,1,1,23,3,1,26,Radikale
123,Ung,23,3,1,1,23,3,1,26,Radikale
124,Land,23,3,1,1,23,3,1,26,Radikale
125,paradigmeskift,252,35,32,4,63,9,8,287,Radikale
126,færdig,59,9,12,3,20,3,4,68,Radikale
127,hul,239,28,33,5,48,6,7,267,Radikale
128,rest,76,18,11,6,13,3,2,94,Radikale
129,mål,233,50,13,12,19,4,1,283,Radikale
130,ansvar,325,65,39,17,19,4,2,390,Radikale
131,økonomi,305,59,28,10,30,6,3,364,Radikale
132,skole,415,86,51,29,14,3,2,501,Radikale
133,klima,475,89,36,22,22,4,2,564,Radikale
134,virksomhed,170,24,12,6,28,4,2,194,Radikale
135,afvikle,15,1,1,1,15,1,1,16,Radikale
136,barn,4142,820,369,96,43,9,4,4962,Radikale
137,basal,8,3,0,2,4,2,0,11,Radikale
138,mistrivsel,28,14,3,2,14,7,2,42,Radikale
139,integration,272,64,38,15,18,4,3,336,Radikale
140,spor,69,27,8,10,7,3,1,96,Radikale
141,Virksomhed,6,1,0,1,6,1,0,7,Radikale
142,menneske,1128,170,81,32,35,5,3,1298,Radikale
143,Fremtiden,12,3,0,2,6,2,0,15,Radikale
144,dygtig,71,19,11,4,18,5,3,90,Radikale
145,folk,428,94,29,13,33,7,2,522,Radikale
146,plejehjem,6,1,0,1,6,1,0,7,Radikale
147,lærerværelse,6,1,0,1,6,1,0,7,Radikale
148,Christiansborg,777,120,58,14,56,9,4,897,Radikale
149,bred,34,6,2,3,11,2,1,40,Radikale
150,døve,6,1,0,1,6,1,0,7,Radikale
151,øre,38,6,0,2,19,3,0,44,Radikale
152,ansvarlighed,6,1,0,1,6,1,0,7,Radikale
153,dansker,895,158,89,23,39,7,4,1053,Radikale
154,udenlandsk,118,35,18,6,20,6,3,153,Radikale
155,ægtefælle,285,70,29,7,41,10,4,355,Radikale
156,kærlighed,111,31,16,5,22,6,3,142,Radikale
157,sund,274,56,33,10,27,6,3,330,Radikale
158,fornuft,398,73,45,15,27,5,3,471,Radikale
159,måned,7,1,0,1,7,1,0,8,Radikale
160,meningsfuld,10,2,0,2,5,1,0,12,Radikale
161,opvækst,47,13,1,3,16,4,0,60,Radikale
162,Opgraderet,3,0,1,1,3,0,1,3,Radikale
163,udgave,3,0,1,1,3,0,1,3,Radikale
164,Nyborg,153,25,13,8,19,3,2,178,Radikale
165,Strand,3,0,1,1,3,0,1,3,Radikale
166,Nyd,3,0,1,1,3,0,1,3,Radikale
167,Venstres,284,54,34,10,28,5,3,338,Radikale
168,Facebookside,20,3,3,1,20,3,3,23,Radikale
169,program,187,50,20,10,19,5,2,237,Radikale
170,ide,250,61,30,14,18,4,2,311,Radikale
171,weekend,95,11,4,7,14,2,1,106,Radikale
