,word,likes,retweets,comments,n,avg_likes,avg_retweets,avg_comments,trafic
7982,https://t.co/dLPzohqAGm,101,25,,1,101,25,,126
7983,asyl,8,3,,3,3,1,,11
7984,følelsesporno,10,2,,1,10,2,,12
7985,parallelsamfund,2,2,,1,2,2,,4
7986,ekstremisme,2,2,,1,2,2,,4
7987,drdemokrati,2,2,,1,2,2,,4
7988,https://t.co/ywjRJiqlYk,79,16,,1,79,16,,95
7989,omsonst,1,0,,1,1,0,,1
7990,inddrivelse,6,0,,3,2,0,,6
7991,Kongelige,44,3,,1,44,3,,47
7992,Højhed,44,3,,1,44,3,,47
7993,Asger,1,1,,1,1,1,,2
7994,Aamund,1,1,,1,1,1,,2
7995,Glorien,1,0,,1,1,0,,1
7996,puds,1,0,,1,1,0,,1
7997,skamstøtte,1,0,,1,1,0,,1
7998,Bornholm,12,0,,1,12,0,,12
7999,https://t.co/aKAHcdGDYK,12,0,,1,12,0,,12
8000,skolebarn,5,0,,1,5,0,,5
8001,DANSKERE,67,12,,1,67,12,,79
8002,https://t.co/wrMqUqQESB,67,12,,1,67,12,,79
8003,Hansens,272,28,,1,272,28,,300
8004,Eskimo,272,28,,1,272,28,,300
8005,Premier,272,28,,1,272,28,,300
8006,beholde,272,28,,1,272,28,,300
8007,Eskimoen,272,28,,1,272,28,,300
8008,krænkelsestyranniet,272,28,,1,272,28,,300
8009,https://t.co/SDhU1Z9CD5,272,28,,1,272,28,,300
8010,Valget,30,6,,2,15,3,,36
8011,https://t.co/yGz5b36M6E,2,0,,1,2,0,,2
8012,Mød,8,4,,1,8,4,,12
8013,11.,23,6,,2,12,3,,29
8014,TV-Avisen,2,0,,1,2,0,,2
8015,Nordborg,6,0,,1,6,0,,6
8016,https://t.co/eAb693yiig,6,0,,1,6,0,,6
8017,photo,0,1,,1,0,1,,1
8018,https://t.co/a0icEUTU8,0,1,,1,0,1,,1
8019,50kr,0,0,,1,0,0,,0
8020,forslå,0,0,,1,0,0,,0
8021,Nat,0,0,,1,0,0,,0
8022,Problem,0,0,,1,0,0,,0
8023,byfest,4,0,,1,4,0,,4
8024,Jeps,10,0,,2,5,0,,10
8025,Kjærsgaard,16,4,,1,16,4,,20
8026,https://t.co/E0ujqxI2uz,16,4,,1,16,4,,20
8027,Amerikanerne,0,0,,1,0,0,,0
8028,usavalg,0,0,,1,0,0,,0
8029,ULTRA,25,6,,1,25,6,,31
8030,kvindeundertrykkelse,25,6,,1,25,6,,31
8031,skatteborger,25,6,,1,25,6,,31
8032,S.P.,0,0,,1,0,0,,0
8033,intrigere,0,0,,1,0,0,,0
8034,https://t.co/t8ImvxmKBW,10,1,,1,10,1,,11
8035,grundskyld,1,1,,1,1,1,,2
8036,Glade,5,0,,1,5,0,,5
8037,Birkerød,5,0,,1,5,0,,5
8038,grundlovsdag,440,28,,2,220,14,,468
8039,https://t.co/0DQgb3uaP1,5,0,,1,5,0,,5
8040,Forventeligt,4,0,,1,4,0,,4
8041,https://t.co/tyF0jgeeh6,4,0,,1,4,0,,4
8042,SST,162,20,,3,54,7,,182
8043,nytaarstale,1,0,,1,1,0,,1
8044,nytaarstalen,1,0,,1,1,0,,1
8045,https://t.co/BRYwuHCg22,79,14,,1,79,14,,93
8046,Rudersdal,0,0,,2,0,0,,0
8047,Tjo,5,0,,2,2,0,,5
8048,Ulighedskommission,2,0,,1,2,0,,2
8049,Lykketoft,12,7,,3,4,2,,19
8050,kritiker,2,0,,1,2,0,,2
8051,Kravet,2,0,,1,2,0,,2
8052,Uddannelse,105,11,,4,26,3,,116
8053,️-sag,2,0,,1,2,0,,2
8054,Let,2,0,,1,2,0,,2
8055,retskendelse,122,8,,2,61,4,,130
8056,https://t.co/Zc8X22MBYf,120,8,,1,120,8,,128
8057,innovativ,45,7,,2,22,4,,52
8058,talentkonkurrencer,0,2,,1,0,2,,2
8059,http://t.co/rqImaj1LWd,0,2,,1,0,2,,2
8060,burka,4,0,,1,4,0,,4
8061,https://t.co/uaJUUP5K36,4,0,,1,4,0,,4
8062,https://t.co/eYQX0sGHlg,34,8,,1,34,8,,42
8063,sanger,462,28,,1,462,28,,490
8064,hygiejne,545,40,,2,272,20,,585
8065,spredning,462,28,,1,462,28,,490
8066,patogen,462,28,,1,462,28,,490
8067,https://t.co/cKCZrH4zSY,462,28,,1,462,28,,490
8068,norm,4,1,,1,4,1,,5
8069,WD2016,4,1,,1,4,1,,5
8070,bold4her,4,1,,1,4,1,,5
8071,https://t.co/xlUEbHlmT6,4,1,,1,4,1,,5
8072,skæve,2,1,,1,2,1,,3
8073,flyafgift,19,1,,1,19,1,,20
8074,Ungarn,611,29,,3,204,10,,640
8075,Menneskerettighederne,164,21,,1,164,21,,185
8076,GørDanmarkStørre,174,23,,2,87,12,,197
8077,https://t.co/8bqvIIupFT,164,21,,1,164,21,,185
8078,https://t.co/jPwMQq95hZ,5,4,,1,5,4,,9
8079,holsteins,0,0,,1,0,0,,0
8080,Slave,1,0,,1,1,0,,1
8081,AT-AT,1,0,,1,1,0,,1
8082,tand,5,5,,2,2,2,,10
8083,dkeu,3,4,,1,3,4,,7
8084,https://t.co/8cN5qPTHCY,3,4,,1,3,4,,7
8085,rummelighed,1,0,,1,1,0,,1
8086,autismespektrum,1,0,,1,1,0,,1
8087,Straks,3,0,,1,3,0,,3
8088,glimt,55,9,,2,28,4,,64
8089,kig,55,8,,2,28,4,,63
8090,Hegaards,55,8,,1,55,8,,63
8091,kampagnefilm,55,8,,1,55,8,,63
8092,https://t.co/60AwS64UuC,55,8,,1,55,8,,63
8093,omstændighed,3,0,,2,2,0,,3
8094,The,277,63,,9,31,7,,340
8095,Chief,5,0,,1,5,0,,5
8096,indslag,51,1,,1,51,1,,52
8097,Nyhederne,51,1,,1,51,1,,52
8098,smittetal,51,1,,1,51,1,,52
8099,kyndig,51,1,,1,51,1,,52
8100,assistent,51,1,,1,51,1,,52
8101,Asta,51,1,,1,51,1,,52
8102,https://t.co/T0JN6zGJjF,51,1,,1,51,1,,52
8103,embede,14,3,,1,14,3,,17
8104,https://t.co/AOhmBoNSc6,14,3,,1,14,3,,17
8105,Hejs,6,0,,1,6,0,,6
8106,reflektionen,6,0,,1,6,0,,6
8107,FL-partiers,7,0,,1,7,0,,7
8108,førerløs,4,0,,2,2,0,,4
8109,metro,4,1,,4,1,0,,5
8110,klimafinansiering,4,3,,1,4,3,,7
8111,http://t.co/gEXuyeDoIq,4,3,,1,4,3,,7
8112,test,49,11,,2,24,6,,60
8113,Rabalderende,360,44,,1,360,44,,404
8114,islamofobi,360,44,,1,360,44,,404
8115,Florent,0,0,,1,0,0,,0
8116,http://t.co/VpusA7Idpj,1,1,,1,1,1,,2
8117,Mig,12,2,,2,6,1,,14
8118,drgrandprix,11,2,,1,11,2,,13
8119,https://t.co/P8SEtBnSiW,11,2,,1,11,2,,13
8120,musikkonkurrence,0,0,,1,0,0,,0
8121,nedgang,0,0,,1,0,0,,0
8122,affære,0,0,,1,0,0,,0
8123,Avnstrup,0,0,,1,0,0,,0
8124,sommervagt,87,5,,1,87,5,,92
8125,https://t.co/rTtIUOdYI8,87,5,,1,87,5,,92
8126,parlament,69,8,,2,34,4,,77
8127,fatal,90,8,,2,45,4,,98
8128,nationalisme,59,7,,1,59,7,,66
8129,https://t.co/jHWEyy19Pp,59,7,,1,59,7,,66
8130,Egedal,14,1,,1,14,1,,15
8131,bagland,14,1,,1,14,1,,15
8132,https://t.co/6jC1PHcPsh,14,1,,1,14,1,,15
8133,Make,9,4,,1,9,4,,13
8134,America,9,4,,1,9,4,,13
8135,https://t.co/sb1AdIiIID,9,4,,1,9,4,,13
8136,Børns,150,20,,2,75,10,,170
8137,http://t.co/WK3dllw8yP,1,1,,1,1,1,,2
8138,Minus,0,0,,1,0,0,,0
8139,samtale,133,16,,7,19,2,,149
8140,face-to-face,0,0,,1,0,0,,0
8141,Minus2,0,0,,1,0,0,,0
8142,ekko-kammer,0,0,,1,0,0,,0
8143,sårbarhed,6,1,,2,3,0,,7
8144,algoritme,0,0,,1,0,0,,0
8145,feed,9,2,,3,3,1,,11
8146,manipulation,0,0,,1,0,0,,0
8147,udnyttelse,0,0,,1,0,0,,0
8148,https://t.co/gFSLi6rSRH,6,1,,1,6,1,,7
8149,antageligvis,119,14,,1,119,14,,133
8150,Sedra,119,14,,1,119,14,,133
8151,Assad,142,22,,2,71,11,,164
8152,Indvandrere,1,0,,1,1,0,,1
8153,hastelove,16,1,,1,16,1,,17
8154,coronaepidemien,16,1,,1,16,1,,17
8155,https://t.co/XaMDbcSUFw,16,1,,1,16,1,,17
8156,Ryborgs,2,1,,1,2,1,,3
8157,skyld!!111,2,1,,1,2,1,,3
8158,https://t.co/DsAuun9qPW,2,1,,1,2,1,,3
8159,forståelsespapiret,347,30,,4,87,8,,377
8160,https://t.co/1iwDNK0Ilp,13,3,,1,13,3,,16
8161,ydre,92,19,,2,46,10,,111
8162,lejr,702,49,,4,176,12,,751
8163,https://t.co/PcVFhzzk4,7,4,,1,7,4,,11
8164,same-same,1,0,,1,1,0,,1
8165,AGF-ambassadør,7,0,,1,7,0,,7
8166,AGF-trøjen,7,0,,1,7,0,,7
8167,stadion,10,0,,2,5,0,,10
8168,løbebane,7,0,,1,7,0,,7
8169,Hvi,7,0,,1,7,0,,7
8170,polterabend,7,0,,1,7,0,,7
8171,Aros,7,0,,1,7,0,,7
8172,hjemmekamp,7,0,,1,7,0,,7
8173,ksdh,41,0,,2,20,0,,41
8174,https://t.co/SiEZc0QvgW,7,0,,1,7,0,,7
8175,Thea,28,1,,1,28,1,,29
8176,https://t.co/1R26T2Tbob,28,1,,1,28,1,,29
8177,MFere,7,1,,2,4,0,,8
8178,valgbarhed,1,0,,1,1,0,,1
8179,frihedsstraf,1,0,,1,1,0,,1
8180,https://t.co/JSjvAmdxZ2,1,0,,1,1,0,,1
8181,nuancere,12,4,,4,3,1,,16
8182,arbmark,0,0,,1,0,0,,0
8183,ledighed&amp;kommer,0,0,,1,0,0,,0
8184,http://t.co/UyxnumqcpI,0,0,,1,0,0,,0
8185,kontrolsager,0,0,,1,0,0,,0
8186,Yehaa,2,0,,1,2,0,,2
8187,Rohdes,2,0,,1,2,0,,2
8188,curling,17,3,,1,17,3,,20
8189,https://t.co/xiCpIg1NdO,17,3,,1,17,3,,20
8190,forventelig,48,1,,1,48,1,,49
8191,https://t.co/OhuuhfSiTu,48,1,,1,48,1,,49
8192,EU-begejstringen,10,5,,1,10,5,,15
8193,groteskt,10,5,,1,10,5,,15
8194,Klaudi,4,1,,1,4,1,,5
8195,prof.højskolerne,4,1,,1,4,1,,5
8196,Dalai,16,11,,1,16,11,,27
8197,Lamas,16,11,,1,16,11,,27
8198,venskab,170,44,,3,57,15,,214
8199,klogmand,16,11,,1,16,11,,27
8200,http://t.co/7FAh3r3w1i,16,11,,1,16,11,,27
8201,klemme,31,8,,3,10,3,,39
8202,formål,60,17,,4,15,4,,77
8203,hænge,128,9,,1,128,9,,137
8204,forløsning,128,9,,1,128,9,,137
8205,samtykke-loven,128,9,,1,128,9,,137
8206,sex,130,9,,2,65,4,,139
8207,straffelov,128,9,,1,128,9,,137
8208,https://t.co/wCMwSUBfLR,128,9,,1,128,9,,137
8209,https://t.co/AwAsAeP4xi,128,9,,1,128,9,,137
8210,ændringsforslag,4,0,,2,2,0,,4
8211,Tvangsbehandling,2,0,,1,2,0,,2
8212,epidemiberedskabet,2,0,,1,2,0,,2
8213,epidemiloven,2,0,,1,2,0,,2
8214,opsummering,0,0,,1,0,0,,0
8215,hovedbudskab,0,0,,1,0,0,,0
8216,uværdig,54,15,,2,27,8,,69
8217,https://t.co/neL0QmlXqj,8,7,,1,8,7,,15
8218,lovsjusk,10,2,,1,10,2,,12
8219,finanslovspanik,10,2,,1,10,2,,12
8220,https://t.co/NyO3KbBFgy,10,2,,1,10,2,,12
8221,skrue,84,11,,1,84,11,,95
8222,variant,84,11,,1,84,11,,95
8223,B.1.1.7,84,11,,1,84,11,,95
8224,comorbiditet,3,0,,1,3,0,,3
8225,pneumokok,3,0,,1,3,0,,3
8226,influenza,3,0,,1,3,0,,3
8227,prognose,3,0,,1,3,0,,3
8228,opholdstill,5,0,,1,5,0,,5
8229,dansk-kompetencer,5,0,,1,5,0,,5
8230,vægte,5,0,,2,2,0,,5
8231,tilknytning,31,6,,3,10,2,,37
8232,EngangVarJegFlygtning,19,1,,2,10,0,,20
8233,Onkel,85,5,,1,85,5,,90
8234,Reje,85,5,,1,85,5,,90
8235,lakridspibe,85,5,,1,85,5,,90
8236,Sandhedens,0,1,,1,0,1,,1
8237,legohouse,0,1,,1,0,1,,1
8238,modregning,1,0,,1,1,0,,1
8239,fattigdomsydelserne,24,2,,2,12,1,,26
8240,akraftglade,3,3,,1,3,3,,6
8241,affaldsdebatten,3,3,,1,3,3,,6
8242,Risø,3,3,,1,3,3,,6
8243,reaktor,3,3,,1,3,3,,6
8244,Aner,2,0,,1,2,0,,2
8245,frontpersonale,2,0,,1,2,0,,2
8246,kæreste,217,41,,4,54,10,,258
8247,mursten,90,17,,1,90,17,,107
8248,grænsemur,90,17,,1,90,17,,107
8249,https://t.co/gszqYGEEdE,90,17,,1,90,17,,107
8250,R-e-s-p-e-c-t,5,0,,1,5,0,,5
8251,VK-uansvarlighed,0,0,,1,0,0,,0
8252,Myndighederne,11,3,,1,11,3,,14
8253,Pandemien,11,3,,1,11,3,,14
8254,frygte,11,3,,1,11,3,,14
8255,fornøden,11,3,,1,11,3,,14
8256,forholdsregel,11,3,,1,11,3,,14
8257,Proportionerne,11,3,,1,11,3,,14
8258,https://t.co/ykn4v0eFYz,11,3,,1,11,3,,14
8259,femmer,1,1,,1,1,1,,2
8260,mars,3,0,,1,3,0,,3
8261,tjans,65,1,,1,65,1,,66
8262,allerforrest,65,1,,1,65,1,,66
8263,koncert,79,5,,3,26,2,,84
8264,Give,65,1,,1,65,1,,66
8265,https://t.co/uASsPP7uLM,65,1,,1,65,1,,66
8266,advarsel,6,1,,1,6,1,,7
8267,kritikpunkt,6,1,,1,6,1,,7
8268,fejlraten,6,1,,1,6,1,,7
8269,bolsjestribede,1,0,,1,1,0,,1
8270,https://t.co/K2rDZE9gCq,1,1,,1,1,1,,2
8271,morgenbladet,12,0,,1,12,0,,12
8272,Christen,19,10,,2,10,5,,29
8273,Berg,12,0,,1,12,0,,12
8274,Those,12,0,,1,12,0,,12
8275,were,12,0,,1,12,0,,12
8276,days,12,0,,1,12,0,,12
8277,skydevåben,170,8,,2,85,4,,178
8278,https://t.co/gBOERrgtZq,65,7,,1,65,7,,72
8279,Turn,3,1,,1,3,1,,4
8280,Loose,3,1,,1,3,1,,4
8281,Swans,3,1,,1,3,1,,4
8282,Dying,3,1,,1,3,1,,4
8283,Bride,3,1,,1,3,1,,4
8284,Crown,3,1,,1,3,1,,4
8285,Sympathy,3,1,,1,3,1,,4
8286,https://t.co/pd2BgmEpLd,3,1,,1,3,1,,4
8287,Type,3,1,,1,3,1,,4
8288,Negative,3,1,,1,3,1,,4
8289,favoritband,3,1,,1,3,1,,4
8290,Woman,3,1,,1,3,1,,4
8291,https://t.co/lDMOHI1APL,3,1,,1,3,1,,4
8292,Paradise,3,1,,1,3,1,,4
8293,Lost,3,1,,1,3,1,,4
8294,Enchantment,3,1,,1,3,1,,4
8295,https://t.co/xf5EyMJuFq,3,1,,1,3,1,,4
8296,https://t.co/MNFzWusUIU,4,1,,1,4,1,,5
8297,https://t.co/EcfN9N1fFA,4,1,,1,4,1,,5
8298,https://t.co/2aFMXaKStE,3,1,,1,3,1,,4
8299,Instrukskommissionens,71,1,,1,71,1,,72
8300,delberetning,71,1,,1,71,1,,72
8301,jurist,76,2,,2,38,1,,78
8302,hat,37,3,,1,37,3,,40
8303,Shitbra,37,3,,1,37,3,,40
8304,søsterparti,37,3,,1,37,3,,40
8305,https://t.co/FGc5RDOazS,37,3,,1,37,3,,40
8306,Forarbejdet,2,0,,1,2,0,,2
8307,nysgerrig,22,8,,1,22,8,,30
8308,https://t.co/LxISGLww0,22,8,,1,22,8,,30
8309,klemt,1,0,,1,1,0,,1
8310,uddannelsesmuligheder,28,15,,1,28,15,,43
8311,https://t.co/Z9e4Xjjche,28,15,,1,28,15,,43
8312,indkøb,0,0,,1,0,0,,0
8313,Ansaldo,0,0,,1,0,0,,0
8314,hyre,0,0,,1,0,0,,0
8315,studieplads,14,2,,1,14,2,,16
8316,sabbatårsplaner,14,2,,1,14,2,,16
8317,fremtidsdrøm,14,2,,1,14,2,,16
8318,https://t.co/5tv2Ka4ChS,14,2,,1,14,2,,16
8319,medlemskab,316,31,,3,105,10,,347
8320,https://t.co/i9QkZ1TmG5,24,14,,1,24,14,,38
8321,sifi,0,0,,1,0,0,,0
8322,hinanden,10,5,,2,5,2,,15
8323,magthierarki,2,0,,1,2,0,,2
8324,gravid,2,0,,1,2,0,,2
8325,fake-news,2,0,,1,2,0,,2
8326,Bødskov,34,0,,1,34,0,,34
8327,håndmad,34,0,,1,34,0,,34
8328,træk,34,0,,1,34,0,,34
8329,AGFBIF,34,0,,1,34,0,,34
8330,juleøl,34,0,,1,34,0,,34
8331,vinterpausen,34,0,,1,34,0,,34
8332,https://t.co/1luIC0dGsK,34,0,,1,34,0,,34
8333,Formel,23,1,,1,23,1,,24
8334,K-Mag,23,1,,1,23,1,,24
8335,J-mak,23,1,,1,23,1,,24
8336,Thanks,260,31,,3,87,10,,291
8337,Mr.,23,1,,1,23,1,,24
8338,https://t.co/rZyFBb93Tk,83,6,,1,83,6,,89
8339,Offentlighedsloven,48,5,,1,48,5,,53
8340,AaB.,1,0,,1,1,0,,1
8341,https://t.co/NqESHzgiv9,4,1,,1,4,1,,5
8342,Datteren,2,1,,1,2,1,,3
8343,https://t.co/gseV81gwmW,2,0,,1,2,0,,2
8344,senior,26,4,,2,13,2,,30
8345,skrøbelig,24,3,,1,24,3,,27
8346,https://t.co/CU3Bz1X50S,24,3,,1,24,3,,27
8347,seks-dages,2,1,,1,2,1,,3
8348,sundhedsbekæmpelsen,2,1,,1,2,1,,3
8349,EU-ret,2,1,,1,2,1,,3
8350,EU-borger,138,23,,2,69,12,,161
8351,tjenesteydelse,2,1,,1,2,1,,3
8352,https://t.co/lG0VTRzcdv,2,1,,1,2,1,,3
8353,proportionel,2,0,,1,2,0,,2
8354,Insisterede,242,11,,1,242,11,,253
8355,køb,307,13,,3,102,4,,320
8356,Ansvarlig,242,11,,1,242,11,,253
8357,Yay,242,11,,1,242,11,,253
8358,https://t.co/OJO8vtipgu,242,11,,1,242,11,,253
8359,Janus,1,0,,1,1,0,,1
8360,ovn,38,0,,1,38,0,,38
8361,fjernsyn,122,1,,2,61,0,,123
8362,https://t.co/B6vpd1XAsr,38,0,,1,38,0,,38
8363,ligestillingsområde,10,1,,1,10,1,,11
8364,ordbog,10,1,,1,10,1,,11
8365,https://t.co/RC3fAmNbP4,10,1,,1,10,1,,11
8366,epidemi,158,20,,3,53,7,,178
8367,Smittetallene,83,12,,1,83,12,,95
8368,Afstand,83,12,,1,83,12,,95
8369,nytårsaften,83,12,,1,83,12,,95
8370,efteruddannelse,7,2,,2,4,1,,9
8371,From,215,41,,2,108,20,,256
8372,distrust,11,11,,1,11,11,,22
8373,close,115,43,,2,58,22,,158
8374,borde,11,11,,1,11,11,,22
8375,success,74,22,,2,37,11,,96
8376,hope,24,12,,2,12,6,,36
8377,around,11,11,,1,11,11,,22
8378,Europe,36,38,,3,12,13,,74
8379,elsewhere,11,11,,1,11,11,,22
8380,medansvar,2,1,,2,1,0,,3
8381,Uha,3,0,,1,3,0,,3
8382,uha,3,0,,1,3,0,,3
8383,yderfløj,13,2,,2,6,1,,15
8384,cirkle,3,0,,1,3,0,,3
8385,Jamen,5,0,,2,2,0,,5
8386,vivileuropa,28,5,,1,28,5,,33
8387,Graakjær,28,5,,1,28,5,,33
8388,gråvejr,28,5,,1,28,5,,33
8389,juleindkøb,28,5,,1,28,5,,33
8390,folkeskolereformen,0,0,,1,0,0,,0
8391,hind,0,0,,1,0,0,,0
8392,engagement,408,72,,7,58,10,,480
8393,undlade,0,0,,1,0,0,,0
8394,skpol,31,5,,1,31,5,,36
8395,https://t.co/he5mzvnupN,31,5,,1,31,5,,36
8396,SATS,12,3,,1,12,3,,15
8397,dksund,30,4,,2,15,2,,34
8398,plade,27,2,,1,27,2,,29
8399,year,44,18,,2,22,9,,62
8400,crisis,41,27,,2,20,14,,68
8401,Ukraine,4,10,,1,4,10,,14
8402,started,4,10,,1,4,10,,14
8403,tragedy,4,10,,1,4,10,,14
8404,Russia,4,10,,1,4,10,,14
8405,deliver,4,10,,1,4,10,,14
8406,Minsk,4,10,,1,4,10,,14
8407,https://t.co/KA8sKbdvvO,2,1,,1,2,1,,3
8408,Kødbyen,0,0,,1,0,0,,0
8409,https://t.co/i8ycmrXv4P,46,3,,1,46,3,,49
8410,top6-slutspillet,10,1,,1,10,1,,11
8411,sldk,47,3,,4,12,1,,50
8412,international,357,46,,3,119,15,,403
8413,Nørremarken,6,2,,1,6,2,,8
8414,vejle,19,3,,2,10,2,,22
8415,http://t.co/0JCpXeog9u,6,2,,1,6,2,,8
8416,Victory,1,2,,1,1,2,,3
8417,mainly,1,2,,1,1,2,,3
8418,paid,1,2,,1,1,2,,3
8419,SPD,16,3,,4,4,1,,19
8420,Local,1,2,,1,1,2,,3
8421,depended,1,2,,1,1,2,,3
8422,specific,1,2,,1,1,2,,3
8423,https://t.co/hVVMPmcaSw,1,2,,1,1,2,,3
8424,Anyway,2,1,,1,2,1,,3
8425,overrepræsentation,2,1,,1,2,1,,3
8426,Uddannelserne,1,0,,1,1,0,,1
8427,uddannelsesbesparelse,1,0,,1,1,0,,1
8428,Vævsanvendelsesregisteret,0,0,,1,0,0,,0
8429,scenarium,9,1,,2,4,0,,10
8430,https://t.co/ln5bkyGit8,1,0,,1,1,0,,1
8431,fed,78,6,,5,16,1,,84
8432,morecrazy,42,2,,1,42,2,,44
8433,8March,42,2,,1,42,2,,44
8434,defystereotypes,42,2,,1,42,2,,44
8435,https://t.co/0iNZpOdvvm,42,2,,1,42,2,,44
8436,https://t.co/HGg3Ajgyvm,29,8,,1,29,8,,37
8437,smagsneutral,3,0,,1,3,0,,3
8438,miljøzone,13,4,,2,6,2,,17
8439,personbil,11,3,,2,6,2,,14
8440,luftforurening,11,3,,1,11,3,,14
8441,sygedag,11,3,,1,11,3,,14
8442,https://t.co/3XDahCNOfV,11,3,,1,11,3,,14
8443,S-tog,8,0,,2,4,0,,8
8444,dsb,4,0,,1,4,0,,4
8445,Støtter,11,3,,1,11,3,,14
8446,domfældelse,11,3,,1,11,3,,14
8447,https://t.co/oNDbBnieUD,8,0,,1,8,0,,8
8448,https://t.co/VWOlykz5Fh,4,3,,1,4,3,,7
8449,bloggen,2,0,,1,2,0,,2
8450,https://t.co/n3jYwHLcnP,2,0,,1,2,0,,2
8451,ansættelse,31,0,,2,16,0,,31
8452,flygtningekrise,12,13,,1,12,13,,25
8453,Ibis,26,18,,1,26,18,,44
8454,PanamaPapers,26,18,,1,26,18,,44
8455,https://t.co/aNsas5G734,26,18,,1,26,18,,44
8456,Paul,3,1,,1,3,1,,4
8457,McCartney,3,1,,1,3,1,,4
8458,Wings,3,1,,1,3,1,,4
8459,https://t.co/eFAl8IqPIE,3,1,,1,3,1,,4
8460,meste,54,7,,4,14,2,,61
8461,redelig,4,0,,1,4,0,,4
8462,ulempe,4,0,,1,4,0,,4
8463,grænselukning,85,12,,2,42,6,,97
8464,begrundelse,108,15,,3,36,5,,123
8465,Stine,8,3,,3,3,1,,11
8466,læringsmål,6,2,,1,6,2,,8
8467,Democratic,1,0,,1,1,0,,1
8468,Paradox,1,0,,1,1,0,,1
8469,Mouffe,1,0,,1,1,0,,1
8470,taknemmelig,38,2,,1,38,2,,40
8471,Türeci,38,2,,1,38,2,,40
8472,https://t.co/X3DePHrCiT,38,2,,1,38,2,,40
8473,ægtefælle,464,79,,4,116,20,,543
8474,ægteskab,150,31,,1,150,31,,181
8475,fædreland,150,31,,1,150,31,,181
8476,https://t.co/Jc1vntMqse,150,31,,1,150,31,,181
8477,filmudgave,1,0,,1,1,0,,1
8478,Indiana,1,0,,1,1,0,,1
8479,Jones,1,0,,1,1,0,,1
8480,Fate,1,0,,1,1,0,,1
8481,Atlantis,1,0,,1,1,0,,1
8482,Dansker,102,23,,1,102,23,,125
8483,ViErLigeDanske,102,23,,1,102,23,,125
8484,https://t.co/ukJBqpbPXw,102,23,,1,102,23,,125
8485,https://t.co/wxa6gl8T3L,22,1,,1,22,1,,23
8486,nabolag,0,0,,1,0,0,,0
8487,https://t.co/PNui9ET6JW,8,3,,1,8,3,,11
8488,skælds,0,0,,1,0,0,,0
8489,Enkelt,11,0,,1,11,0,,11
8490,action,67,12,,3,22,4,,79
8491,card,23,0,,1,23,0,,23
8492,besindighed,34,1,,1,34,1,,35
8493,Sundhedsudvalget,34,1,,1,34,1,,35
8494,https://t.co/Dq4k8kp0Mv,34,1,,1,34,1,,35
8495,tildele,2,5,,1,2,5,,7
8496,vilkårlighed,2,5,,1,2,5,,7
8497,https://t.co/VdLh2FEUje,2,5,,1,2,5,,7
8498,Vurdering,81,7,,1,81,7,,88
8499,terrortruslen,162,14,,2,81,7,,176
8500,højreekstremist,81,7,,1,81,7,,88
8501,https://t.co/TrF6rfLNxF,81,7,,1,81,7,,88
8502,https://t.co/Wo6qsWAaYS,23,2,,1,23,2,,25
8503,Bankunionen,25,6,,1,25,6,,31
8504,hvidvaske,56,9,,3,19,3,,65
8505,finanssektor,25,6,,1,25,6,,31
8506,klumme,39,10,,3,13,3,,49
8507,https://t.co/udjCtZiaM6,25,6,,1,25,6,,31
8508,Snapchat,0,0,,1,0,0,,0
8509,snapQR,0,0,,1,0,0,,0
8510,snapchat,0,0,,1,0,0,,0
8511,http://t.co/4IPLRs3XDy,0,0,,1,0,0,,0
8512,DF&amp;LA,1,0,,1,1,0,,1
8513,udeaføjeudeafsind,1,0,,1,1,0,,1
8514,tilrådighed,33,5,,1,33,5,,38
8515,solidaritet,43,8,,2,22,4,,51
8516,Flertal,33,7,,2,16,4,,40
8517,solidarisk,38,5,,3,13,2,,43
8518,selv”-linjen,33,5,,1,33,5,,38
8519,Fine,2,0,,1,2,0,,2
8520,Nora,2,0,,1,2,0,,2
8521,Grete,0,0,,1,0,0,,0
8522,velskrevet,5,0,,1,5,0,,5
8523,oversigt,5,0,,1,5,0,,5
8524,Meningsmålingerne,142,20,,1,142,20,,162
8525,andetsteds,142,20,,1,142,20,,162
8526,kortsigtet,5,1,,2,2,0,,6
8527,uddannelsesbesparelser,79,10,,2,40,5,,89
8528,SpørgHelveg,8,8,,4,2,2,,16
8529,UddannelseErDetVigtigste,14,3,,1,14,3,,17
8530,fagfælle,1,0,,2,0,0,,1
8531,Iterativ,0,0,,1,0,0,,0
8532,optimering,0,0,,1,0,0,,0
8533,forespørgselsdebat,142,10,,2,71,5,,152
8534,epidemilov,88,3,,1,88,3,,91
8535,Lindgreen,88,3,,1,88,3,,91
8536,https://t.co/THlzMy4zR0,88,3,,1,88,3,,91
8537,fagkundskab,0,0,,1,0,0,,0
8538,sundhedsmæssig,8,1,,1,8,1,,9
8539,sindsyg,45,5,,1,45,5,,50
8540,O2matic,45,5,,1,45,5,,50
8541,Herlev,45,5,,1,45,5,,50
8542,præcisionsbehandling,45,5,,1,45,5,,50
8543,KOL,45,5,,1,45,5,,50
8544,V-møde,45,5,,1,45,5,,50
8545,forskpol,45,5,,1,45,5,,50
8546,https://t.co/Ab7t701NHZ,45,5,,1,45,5,,50
8547,Uni,0,0,,1,0,0,,0
8548,læreruddannelse,7,1,,2,4,0,,8
